Resource ID,Dataset Name,Description,Dataset URL,Attribution,Dataset Type,Update Frequency,Department Name,Program Name,Spatial Information,Strategic Area,Dataset Updated Date,Dataset Created Date,Metadata Last Updated Date,Data Last Updated Date,Publication Date,Download Count,Page Views Last Week,Page Views Last Month,Page Views Total,Row Count,Cover Image URL,Automation Method,Automation Method Other,Owner Display Name,Tags,Is Public
t3ve-rx4s,M.C.4 - Percentage of existing sidewalks in functionally acceptable condition,This story is about the percentage of existing sidewalks in functionally acceptable condition,https://data.austintexas.gov/d/t3ve-rx4s,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,,,,02/26/2023 02:29:29 PM,03/24/2020 12:42:38 PM,04/08/2025 11:31:53 AM,02/26/2023 02:29:29 PM,03/24/2020 12:44:52 PM,0,1,2,511,,,,,TPW Legacy Public Works Assets,,true
efct-8fs9,Synchronized Traffic Signal Corridors,"**This dataset is under active development and is subject to change at any time**

This dataset contains information on the individual signals that synchronized to a larger corridor.  

This product is for informational purposes and may not have been prepared for or be suitable for legal, engineering, or surveying purposes. It does not represent an on-the-ground survey and represents only the approximate relative location of traffic signals.",https://data.austintexas.gov/d/efct-8fs9,"City of Austin, Texas - data.austintexas.gov",dataset,As needed,Transportation and Public Works,Arterial Management Division,,,04/08/2025 11:31:57 AM,09/16/2016 10:48:46 AM,04/08/2025 11:31:57 AM,01/17/2023 02:36:26 AM,05/18/2019 03:07:42 PM,"2,398",0,4,625,"1,386",,Manual,,transportation.data@austintexas.gov,"mobility, retiming, traffic signals, transit, transportation",true
7c7x-7yp9,Bicycle Corridors 2035,This file prioritizes general improvements to regional on and off-street bicycle corridors in the CAMPO 2035 Regional Transportation Plan.,https://data.austintexas.gov/d/7c7x-7yp9,"City of Austin, Texas - data.austintexas.gov",map,As needed,Transportation and Public Works,,,,04/08/2025 11:31:59 AM,03/05/2015 03:27:16 PM,04/08/2025 11:31:59 AM,,09/24/2024 10:36:46 AM,"1,085",1,3,"1,170",,,Manual,,transportation.data@austintexas.gov,"bicycle, corridors, mobility, transportation",true
jgdk-zx6r,Major Capital Improvements,The 2020 Safety and Active Transportation Bond dedicates $102 million for a series of Major Capital Improvements.,https://data.austintexas.gov/d/jgdk-zx6r,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,,,Mobility,11/13/2024 07:41:36 AM,03/24/2021 04:25:15 PM,04/08/2025 11:32:00 AM,11/13/2024 07:41:36 AM,04/22/2021 02:23:53 PM,0,9,57,483,,,,,TPW Trails and Safe Routes Data Owners,mobility bonds,true
7jvs-y3v6,District 8 Safe Routes Improvement Projects,"Through the 2016 and 2018 Mobility Bonds, the City of Austin's Safe Routes to School Program is developing projects identified in the District 8 Infrastructure Report to help students walk and bike to school.",https://data.austintexas.gov/d/7jvs-y3v6,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,Safe Routes to School,,Mobility,03/03/2022 01:18:05 PM,04/24/2019 03:26:02 PM,04/08/2025 11:32:02 AM,03/03/2022 01:18:05 PM,04/25/2019 11:08:26 AM,0,1,2,"1,190",,,,,TPW Safe Routes to School Data Owners,"mobility bonds, safe routes",true
48n7-m3me,Austin Traffic Incidents Reports Trends,Trends explainer page for the Austin-Travis Country Real-Time Traffic Incident Reports page,https://data.austintexas.gov/d/48n7-m3me,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,,,,03/01/2024 10:32:39 AM,02/01/2024 12:10:51 PM,04/08/2025 11:32:03 AM,03/01/2024 10:32:39 AM,02/01/2024 01:08:05 PM,0,3,8,208,,,Manual,,transportation.data@austintexas.gov,,true
8nmp-gdjr,M.C.7 - Percent of people working in Austin that come from outside Austin,"This is a historical measure for Strategic Direction 2023. For more data on Austin demographics please visit austintexas.gov/demographics.

This measure answers the question of percentage of people working in Austin that come from outside Austin. The LODES program collects administrative records from unemployment insurance reporting systems. Residence location is derived from annual federal administrative data. LODES are produced and released at the census block level, with all tabulations consisting of paired, origin-destination flows that can also be aggregated to the residence and workplace margins.",https://data.austintexas.gov/d/8nmp-gdjr,"City of Austin, Texas - data.austintexas.gov",story,Not updated/Historical,Planning,,,,02/14/2023 02:01:59 PM,09/04/2020 01:44:55 PM,04/08/2025 01:31:45 PM,02/14/2023 02:01:59 PM,09/20/2020 02:52:34 PM,0,1,2,146,,,,,PLD Open Data Asset Owners (Planning),,true
mnvs-t799,District 4 Safe Routes Improvement Projects,"Through the 2016 and 2018 Mobility Bonds, the City of Austin's Safe Routes to School Program is developing projects identified in the District 4 Infrastructure Report to help students walk and bike to school.",https://data.austintexas.gov/d/mnvs-t799,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,Safe Routes to School,,Mobility,03/03/2022 01:20:29 PM,04/24/2019 05:37:03 PM,04/08/2025 11:32:06 AM,03/03/2022 01:20:29 PM,04/25/2019 11:05:27 AM,0,1,3,"1,221",,,,,TPW Safe Routes to School Data Owners,"mobility bonds, safe routes",true
hst3-hxcz,Traffic Signal Work Orders - COA,"This dataset contains records of work completed from May 2017 to present by traffic signal technicians in the city of Austin, TX. This work is managed by the Arterial Management Division (AMD) of the City of Austin Transportation and Public Works (TPW) department.

The records are managed in a work management system tracker and the dataset is automatically updated multiple times per day.",https://datahub.austintexas.gov/d/hst3-hxcz,"City of Austin, Texas - data.austintexas.gov",dataset,Multiple per day,Transportation and Public Works,Arterial Management Division,,,04/10/2025 08:50:31 AM,12/19/2017 03:59:23 PM,04/08/2025 11:30:44 AM,04/10/2025 08:50:31 AM,12/08/2023 11:25:44 AM,"1,340",0,0,460,"53,494",,REST API,,transportation.data@austintexas.gov,"amd, arterial management division, maintenance, mobility, pedestrians, pedestrian signals, tpw, traffic, traffic signals, transportation, workforce",false
wewb-jw2u,Highway Safety Improvement Program,Austin Transportation and Public Works was awarded more than $5.5M of funding for Austin-area safety-related projects by the Texas Department of Transportation's TxDOT 2020 Highway Safety Improvement Program (HSIP). The projects are designed to significantly reduce traffic fatalities and serious injuries through safety lighting and signal improvements at locations selected from the Austin high-injury network,https://data.austintexas.gov/d/wewb-jw2u,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,,,,12/20/2024 03:30:43 PM,02/02/2022 10:12:48 AM,04/08/2025 11:32:08 AM,12/20/2024 03:30:43 PM,02/04/2022 02:36:09 PM,0,1,2,66,,,,,TPW PIO Data Owners (Transportation Public Works),,true
ibb5-8dys,Nuckols Crossing Road,"Plans to improve two substandard streets in Southeast Austin are advancing to the next phase of development, and community feedback will help shape the final designs for both projects.",https://data.austintexas.gov/d/ibb5-8dys,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,,,,08/02/2023 10:34:48 AM,03/10/2022 01:16:04 PM,04/08/2025 11:32:09 AM,08/02/2023 10:34:48 AM,09/14/2022 06:03:30 PM,0,1,5,106,,,,,TPW PIO Data Owners (Transportation Public Works),,true
26rp-vy2b,M.A.7 - Number of AUS passenger seats available for purchase,"This story is the narrative for the Annual Passenger Seats measure. This measure indicates the maximum number of seats available for passengers to fly. These are seats scheduled, but not necessarily filled. The success of AUS and all airports is driven by passenger demand, government restrictions, and airline business models. Data on available passenger seats in the Official Airline Guide is collected and distributed by the Campbell-Hill Aviation Schedule Report. The report data is then combined to create the total annual passenger seats for the year.",https://data.austintexas.gov/d/26rp-vy2b,"City of Austin, Texas - data.austintexas.gov",story,Annually,Aviation,,,,12/28/2023 11:35:35 AM,03/31/2020 03:15:36 PM,04/07/2025 02:52:13 PM,12/28/2023 11:35:35 AM,03/31/2020 04:00:51 PM,0,1,3,925,,,,,AVA Open Data Asset Owners (Aviation),m.a.7,true
7z4z-zav6,Pecan Brook Drive and Crystalbrook Drive,This story is about Pecan Brook Drive and Crystalbrook Drive,https://data.austintexas.gov/d/7z4z-zav6,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,,,,04/08/2025 11:43:41 AM,07/14/2021 09:47:40 AM,04/08/2025 11:32:11 AM,04/08/2025 11:43:41 AM,07/19/2021 11:09:39 AM,0,5,25,67,,,,,TPW Legacy Public Works Assets,,true
3agy-grwi,M.C.3 - Percentage of population that has access to innovative public transit service or is within one quarter mile of regular fixed route transit,Updated annually,https://data.austintexas.gov/d/3agy-grwi,"City of Austin, Texas - data.austintexas.gov",story,Annually,Transportation and Public Works,Office of Performance Management,,,05/25/2023 09:59:31 AM,03/11/2021 02:15:14 PM,04/08/2025 11:32:13 AM,05/25/2023 09:59:31 AM,03/11/2021 02:16:44 PM,0,1,2,36,,,Manual,,transportation.data@austintexas.gov,,true
jnng-iwzs,M.E.8 - Number and percentage of street network lane miles in fair to excellent condition,This story is about the number and percentage of street network lane miles in fair to excellent condition,https://data.austintexas.gov/d/jnng-iwzs,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,,,,02/26/2023 03:23:01 PM,03/11/2020 03:42:45 PM,04/08/2025 11:32:14 AM,02/26/2023 03:23:01 PM,03/11/2020 03:49:16 PM,0,1,3,556,,,,,TPW Legacy Public Works Assets,,true
p7pt-re4k,Mobility Management Center Activities,"This dataset contains activities carried out by the Austin Transportation Public Works Mobility Management Center in response to 311 service requests as well as issues identified by staff and regional agencies. 

See also this dataset which contains the issues from which these activities originated:
https://data.austintexas.gov/Transportation-and-Mobility/Mobility-Management-Center-Issues/v7vh-gbi6

Read more about the Mobility Management Center here:
https://www.austintexas.gov/department/arterial-management",https://data.austintexas.gov/d/p7pt-re4k,"City of Austin, Texas - data.austintexas.gov",dataset,Daily,Transportation and Public Works,Arterial Management Division,,,04/10/2025 06:20:34 AM,03/20/2020 11:50:17 AM,04/08/2025 11:32:17 AM,04/10/2025 06:20:34 AM,11/14/2020 06:30:23 PM,114,1,4,361,"302,695",,REST API,,transportation.data@austintexas.gov,,true
bzjp-smsv,District 9 Safe Routes Improvement Projects,"Through the 2016 and 2018 Mobility Bonds, the City of Austin's Safe Routes to School Program is developing projects identified in the District 9 Infrastructure Report to help students walk and bike to school.",https://data.austintexas.gov/d/bzjp-smsv,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,Safe Routes to School,,Mobility,03/03/2022 01:28:01 PM,04/24/2019 03:29:49 PM,04/08/2025 11:32:19 AM,03/03/2022 01:28:01 PM,04/25/2019 11:08:53 AM,0,1,2,"1,107",,,,,TPW Safe Routes to School Data Owners,"mobility bonds, safe routes",true
nura-qkf6,Off-Street Parking,"Geographic location of off-street parking locations in the downtown area of Austin, TX.  This includes surface parking lots and parking garages.",https://data.austintexas.gov/d/nura-qkf6,"City of Austin, Texas - data.austintexas.gov",href,As needed,Transportation and Public Works,Parking Enterprise,,,04/08/2025 11:32:21 AM,06/03/2016 01:22:58 PM,04/08/2025 11:32:21 AM,06/03/2016 01:22:58 PM,06/03/2016 01:25:10 PM,0,1,2,747,,,Manual,,transportation.data@austintexas.gov,"atx, austin, mobility, parking, parking garage, parking lot, surface parking, transit, transportation",true
evvr-qwa7,Census 2020 Response Rates,"Decennial Census: 2020 Decennial Self-Response Rates

Data sourced from the 2020 Census Response Rates API and filtered for tract level data for Travis, Bastrop, Caldwell, Hays, and Williamson Counties.

Source API Documentation:
https://api.census.gov/data/2020/dec/responserate.html

More info about data columns:
https://api.census.gov/data/2020/dec/responserate/variables.html",https://data.austintexas.gov/d/evvr-qwa7,"City of Austin, Texas - data.austintexas.gov",dataset,Not updated/Historical,Transportation and Public Works,Data and Technology Services Division,,,04/08/2025 11:32:23 AM,04/09/2020 09:41:29 PM,04/08/2025 11:32:23 AM,03/04/2021 05:05:42 PM,04/15/2020 12:20:21 AM,261,0,2,896,"83,805",,Manual,,transportation.data@austintexas.gov,"census, census2020",true
kara-xhcd,M.E.3 - Percent of the street inventory maintained by preventive maintenance,This story is about the percent of the street inventory maintained by preventive maintenance,https://data.austintexas.gov/d/kara-xhcd,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,,,,02/28/2023 03:48:48 PM,03/11/2020 03:40:43 PM,04/08/2025 11:32:24 AM,02/28/2023 03:48:48 PM,03/18/2020 01:20:36 PM,0,1,3,863,,,,,TPW Legacy Public Works Assets,m.e.3,true
v7vh-gbi6,Mobility Management Center Issues,"This dataset is comprised of issues received by the City of Austin's Mobility Management Center, which is operated by the Austin Transportation & Public Works Department's Arterial Management Division.

These records are comprised of both resident-reported issues via 311 as well as issues reported directly to the Mobility Management Center by staff or regional agencies.

This dataset is related to the Mobility Management Center Activities dataset, which captures specific actions taken in response to these issues.

See: 

Activities dataset:
https://data.austintexas.gov/dataset/-UNDER-CONSTRUCTION-Mobility-Management-Center-Act/p7pt-re4k

Arterial management division homepage:
https://www.austintexas.gov/department/arterial-management",https://data.austintexas.gov/d/v7vh-gbi6,"City of Austin, Texas - data.austintexas.gov",dataset,Daily,Transportation and Public Works,Arterial Management Division,,,04/10/2025 06:10:34 AM,12/07/2020 10:03:55 PM,04/08/2025 11:32:28 AM,04/10/2025 06:10:34 AM,12/29/2020 02:57:13 PM,62,1,5,188,"90,578",,REST API,,transportation.data@austintexas.gov,,true
